402,Mahogany - VY LT,#ef9e74
407,Desert Sand - DK,#b77159
413,Pewter Gray - DK,#4a4749
414,Steel Gray - DK,#766e72
415,Pearl Gray,#b8b9bd
420,Hazelnut Brown - DK,#855a30
422,Hazelnut Brown - LT,#c99a67
433,Brown - MED,#73421e
434,Brown - LT,#8f5332
435,Brown - VY LT,#a96538
436,Tan,#c78559
437,Tan - LT,#daa26f
444,Lemon - DK,#f5bc13
445,Lemon - LT,#fcf999
451,Shell Gray - DK,#887773
452,Shell Gray - MED,#ad9994
453,Shell Gray - LT,#ccb8aa
469,Avocado Green,#5b6533
470,Avocado Green - LT,#72813e
471,Avocado Green - VY LT,#9eb357
472,Avocado Green - ULT LT,#d1de75
498,Red - DK,#970b2c
500,Blue Green - VY DK,#1d362a
501,Blue Green - DK,#2f5446
502,Blue Green,#57826e
503,Blue Green - MED,#89b89f
504,Blue Green - VY LT,#acdac1
505,Grass Green - DK,#ceddc1
517,Wedgewood - DK,#216285
518,Wedgewood - LT,#50819c
519,Sky Blue,#94b7cb
520,Fern Green - DK,#384526
522,Fern Green,#808b6e
523,Fern Green - LT,#959f7a
524,Fern Green - VY LT,#aea78e
535,Ash Gray - VY LT,#4b4b49
543,Beige Brown - ULT VY LT,#ead0b5
550,Violet - VY DK,#580e5c
552,Violet - MED,#902f99
553,Violet,#a449ac
554,Violet - LT,#dc9cde
561,Jade - VY DK,#285e48
562,Jade - MED,#3b8c5a
563,Jade - LT,#6ed39a
564,Jade - VY LT,#95e4af
580,Moss Green - DK,#355f0b
581,Moss Green,#838a29
597,Turquoise,#52adab
598,Turquoise - LT,#97d8d3
600,Cranberry - VY DK,#bf1c48
601,Cranberry - DK,#c62a53
602,Cranberry - MED,#d63f68
603,Cranberry,#ed5d84
604,Cranberry - LT,#f793b2
605,Cranberry - VY LT,#fbacc4
606,Orange-red - BRIGHT,#f70f00
608,Orange - BRIGHT,#fd480c
610,Drab Brown - DK,#6b5039
611,Drab Brown,#7c5f46
612,Drab Brown - LT,#a6885e
613,Drab Brown - VY LT,#b99f72
632,Desert Sand - ULT VY DK,#7f4232
640,Beige Gray - VY DK,#817868
642,Beige Gray - DK,#958d79
644,Beige Gray - MED,#c4bea6
645,Beaver Gray - VY DK,#5d5d54
646,Beaver Gray - DK,#6b6860
647,Beaver Gray - MED,#908e85
648,Beaver Gray - LT,#a7a69f
666,Red - BRIGHT,#ce1b33
676,Old Gold - LT,#ecbf7d
677,Old Gold - VY LT,#f2dc9f
680,Old Gold - DK,#b07b46
699,Green,#075b26
700,Green - BRIGHT,#076c34
701,Green - LT,#217c36
702,Kelly Green,#379130
703,Chartreuse,#63b330
704,Chartreuse - BRIGHT,#88c53a
712,Cream,#f6efda
718,Plum,#cb2089
720,Orange Spice - DK,#c83a24
721,Orange Spice - MED,#f46440
722,Orange Spice - LT,#f98756
725,Topaz,#f9c15b
726,Topaz - LT,#fddb63
727,Topaz - VY LT,#fde98b
728,Golden Yellow,#f2ae3f
729,Old Gold - MED,#ce9657
730,Olive Green - VY DK,#63520b
731,Olive Green - DK,#6b580b
732,Olive Green,#725c0c
733,Olive Green - MED,#a78a44
734,Olive Green - LT,#bb9c54
738,Tan - VY LT,#e2b783
739,Tan - ULT VY LT,#f2deb9
740,Tangerine,#fd6f1a
741,Tangerine - MED,#fc8b10
742,Tangerine - LT,#fdae3c
743,Yellow - MED,#fdd769
744,Yellow - PALE,#fee88d
745,Yellow - LT PALE,#feeba5
746,Off White,#faf2d5
747,Sky Blue - VY LT,#cee9ea
754,Peach - LT,#f7c9b0
758,Terra Cotta - VY LT,#e99f83
760,Salmon,#ec8880
761,Salmon - LT,#f8b4ad
762,Pearl Gray - VY LT,#d1d0d2
772,Yellow Green - VY LT,#d7efa7
775,Baby Blue - VY LT,#d4e3ef
776,Pink - MED,#fca8ad
777,Red - DEEP,#9b0042
778,Antique Mauve - VY LT,#dca6a4
779,Brown,#53332d
780,Topaz - ULT VY DK,#945026
781,Topaz - VY DK,#a25f1f
782,Topaz - DK,#b26923
783,Topaz - MED,#d0883d
791,Cornflower Blue - VY DK,#2d2068
792,Cornflower Blue - DK,#454b8b
793,Cornflower Blue - MED,#7c82b5
794,Cornflower Blue - LT,#a0b2d7
796,Royal Blue - DK,#272276
797,Royal Blue,#2b3288
798,Delft Blue - DK,#4e5ca7
799,Delft Blue - MED,#6b7fc0
800,Delft Blue - PALE,#b5c7e9
801,Coffee Brown - DK,#60391d
803,Blue - DEEP,#202754
806,Peacock Blue - DK,#1d6c87
807,Peacock Blue,#558b9e
809,Delft Blue,#919fd5
813,Blue - LT,#7fa0c6
814,Garnet - DK,#711033
815,Garnet - MED,#800b34
816,Garnet,#921238
817,Coral Red - VY DK,#bb1630
818,Baby Pink,#fededd
819,Baby Pink - LT,#fcebde
820,Royal Blue - VY DK,#151264
822,Beige Gray - LT,#e8dfc7
823,Blue - DK,#000b44
824,Blue - VY DK,#284779
825,Blue - DK,#34588f
826,Blue - MED,#5075a7
827,Blue - VY LT,#a4c1de
828,Blue - ULT VY LT,#c3d7e6
829,Golden Olive - VY DK,#64480c
830,Golden Olive - DK,#6e501d
831,Golden Olive - MED,#7c5f20
832,Golden Olive,#9c7230
833,Golden Olive - LT,#b99956
834,Golden Olive - VY LT,#d2b468
838,Beige Brown - VY DK,#4a3021
839,Beige Brown - DK,#5a3c2d
840,Beige Brown - MED,#7a5939
841,Beige Brown - LT,#a37d64
842,Beige Brown - VY LT,#cbb094
844,Beaver Gray - ULT DK,#494842
868,Hazel Nut Brown,#995c30
869,Hazelnut Brown - VY DK,#784c28
890,Pistachio Green - ULT DK,#324233
891,Carnation - DK,#ee3246
892,Carnation - MED,#f44753
893,Carnation - LT,#f66879
894,Carnation - VY LT,#fd95a3
895,Hunter Green - VY DK,#344b2e
898,Coffee Brown - VY DK,#532f1b
899,Rose - MED,#ea6b78
900,Burnt Orange - DK,#c63117
902,Garnet - VY DK,#651329
904,Parrot Green - VY DK,#386324
905,Parrot Green - DK,#467924
906,Parrot Green - MED,#6c9e29
907,Parrot Green - LT,#9dc72d
909,Emerald Green - VY DK,#106b43
910,Emerald Green - DK,#10814e
911,Emerald Green - MED,#109256
912,Emerald Green - LT,#36b26b
913,Nile Green - MED,#55ca7d
915,Plum - DK,#95085a
917,Plum - MED,#ac1071
918,Red Copper - DK,#883630
919,Red Copper,#9b371b
920,Copper - MED,#ab4836
921,Copper,#c0573d
922,Copper - LT,#dd6e4c
924,Gray Green - VY DK,#384a4a
926,Gray Green - MED,#617674
927,Gray Green - LT,#9fa8a5
928,Gray Green - VY LT,#c0c6c0
930,Antique Blue - DK,#495c6b
931,Antique Blue - MED,#667684
932,Antique Blue - LT,#93a0af
934,Avocado Green - BLACK,#323324
935,Avocado Green - DK,#383a2a
936,Avocado Green - VY DK,#3f4227
937,Avocado Green - MED,#434f2c
938,Coffee Brown - ULT DK,#45271a
939,Blue - VY DK,#09092f
943,Aquamarine - MED,#009a77
945,Tawny,#f6c19a
946,Burnt Orange - MED,#ed4115
947,Burnt Orange,#fc4f16
948,Peach - VY LT,#fde6d3
950,Desert Sand - LT,#e5ac8d
951,Tawny - LT,#faddb6
954,Nile Green,#6fda8a
955,Nile Green - LT,#a8ebad
956,Geranium,#f7566d
957,Geranium - PALE,#fd99af
958,Seagreen - DK,#0db294
959,Seagreen - MED,#72d0b7
961,Dusty Rose - DK,#de586c
962,Dusty Rose - MED,#eb7183
963,Dusty Rose - ULT VY LT,#fdccd1
964,Seagreen - LT,#a5e4d4
966,Baby Green - MED,#94d28a
967,Peach - LT,#ffc2ac
970,Pumpkin - LT,#fb6721
971,Pumpkin,#fc670d
972,Canary - DEEP,#fb9f11
973,Canary - BRIGHT,#fccd2d
975,Golden Brown - DK,#813c11
976,Golden Brown - MED,#cf7532
977,Golden Brown - LT,#ec8f43
986,Forest Green - VY DK,#2e5230
987,Forest Green - DK,#436838
988,Forest Green - MED,#66924a
989,Forest Green,#71a74e
991,Aquamarine - DK,#135f55
992,Aquamarine - LT,#42b59e
993,Aquamarine - VY LT,#62d8b6
995,Electric Blue - DK,#0061b0
996,Electric Blue - MED,#49a8eb
B5200,Snow White,#fcfcff
Blanc,White,#eeeeee
Ecru,Ecru/off-white,#fff7e7
White,White,#ffffff
